Device Name,Timestamp,ID,x,y
ulisse-12ts36f	1540169087	1	291	135
ulisse-12ts36f	1540170940	1	184	65
ulisse-12ts36f	1540170941	1	35	86
ulisse-12ts36f	1540170942	1	35	86
ulisse-12ts36f	1540171500	1	292	73
ulisse-165iycp	1540110104	1	165	170
ulisse-165iycp	1540110105	1	221	51
ulisse-165iycp	1540112713	1	150	170
ulisse-165iycp	1540112714	1	157	187
ulisse-165iycp	1540112715	1	127	130
ulisse-165iycp	1540112716	1	146	72
ulisse-165iycp	1540112717	1	150	40
ulisse-165iycp	1540112718	1	150	40
ulisse-1glz3k3	1540171751	1	285	193
ulisse-1glz3k3	1540171752	1	287	194
ulisse-1glz3k3	1541783658	1	270	108
ulisse-1glz3k3	1541783659	1	270	108
ulisse-1glz3k3	1541783842	1	150	144
ulisse-1glz3k3	1546362167	1	184	175
ulisse-1glz3k3	1546362168	1	184	175
ulisse-1glz3k3	1546362169	1	184	175
ulisse-1glz3k3	1546362170	1	184	176
ulisse-1glz3k3	1546362171	1	184	175
ulisse-1glz3k3	1546362172	1	184	175
ulisse-1glz3k3	1546362173	1	184	175
ulisse-1glz3k3	1546362174	1	184	175
ulisse-1glz3k3	1546362175	1	184	175
ulisse-1glz3k3	1546362176	1	184	175
ulisse-1glz3k3	1546362177	1	184	175
ulisse-1glz3k3	1546362178	1	184	175
ulisse-1glz3k3	1546362179	1	184	175
ulisse-1glz3k3	1546362180	1	184	175
ulisse-1glz3k3	1546362181	1	184	175
ulisse-1glz3k3	1546362182	1	184	175
ulisse-1glz3k3	1546362183	1	184	175
ulisse-1glz3k3	1546362184	1	184	175
ulisse-1glz3k3	1546362185	1	184	175
ulisse-1glz3k3	1546362186	1	184	176
ulisse-1glz3k3	1546362187	1	184	175
ulisse-1glz3k3	1546362188	1	184	175
ulisse-1glz3k3	1546362189	1	184	176
ulisse-1glz3k3	1546362190	1	184	176
ulisse-1glz3k3	1546362191	1	184	176
ulisse-1glz3k3	1546362192	1	184	174
ulisse-1glz3k3	1546362193	1	184	175
ulisse-1glz3k3	1546362194	1	184	175
ulisse-1glz3k3	1546362195	1	184	175
ulisse-1glz3k3	1546362196	1	184	175
ulisse-1glz3k3	1546362197	1	184	175
ulisse-1glz3k3	1546362989	1	184	174
ulisse-1glz3k3	1546362990	1	184	174
ulisse-1glz3k3	1546362991	1	184	174
ulisse-1nrsr5d	1540170728	1	280	196
ulisse-1tz0xlu	1540172463	1	270	184
ulisse-1tz0xlu	1540172464	1	270	184
ulisse-crdb4y	1540170606	1	99	167
ulisse-crdb4y	1540170607	1	123	182
ulisse-ynw9xt	1538484975	1	106	148
ulisse-ynw9xt	1538484976	1	79	45
ulisse-ynw9xt	1538484977	1	79	45
ulisse-ynw9xt	1538819527	1	132	120
ulisse-ynw9xt	1538819528	1	91	49
ulisse-ynw9xt	1538819529	1	91	49
ulisse-ynw9xt	1538819800	1	147	105
ulisse-ynw9xt	1538819801	1	159	46
ulisse-ynw9xt	1538820345	1	135	143
ulisse-ynw9xt	1538820346	1	109	50
ulisse-ynw9xt	1538820347	1	127	45
ulisse-ynw9xt	1538823363	1	169	85
ulisse-ynw9xt	1538823364	1	144	50
ulisse-ynw9xt	1538824422	1	188	174
ulisse-ynw9xt	1538824423	1	188	179
ulisse-ynw9xt	1538824424	1	203	158
ulisse-ynw9xt	1538824425	1	187	178
ulisse-ynw9xt	1538824426	1	188	174
ulisse-ynw9xt	1538824427	1	217	179
ulisse-ynw9xt	1538824428	1	222	178
ulisse-ynw9xt	1538824429	1	217	182
ulisse-ynw9xt	1538824430	1	189	178
ulisse-ynw9xt	1538824431	1	185	174
ulisse-ynw9xt	1538824432	1	186	175
ulisse-ynw9xt	1538824433	1	185	172
ulisse-ynw9xt	1538824434	1	184	171
ulisse-ynw9xt	1538824435	1	186	177
ulisse-ynw9xt	1538824436	1	186	175
ulisse-ynw9xt	1538824437	1	187	171
ulisse-ynw9xt	1538824438	1	187	171
ulisse-ynw9xt	1538824439	1	187	173
ulisse-ynw9xt	1538824440	1	189	170
ulisse-ynw9xt	1538824441	1	187	170
ulisse-ynw9xt	1538824442	1	188	172
ulisse-ynw9xt	1538824443	1	185	168
ulisse-ynw9xt	1538824444	1	187	171
ulisse-ynw9xt	1538824445	1	142	172
ulisse-ynw9xt	1538824446	1	188	168
ulisse-ynw9xt	1538824447	1	190	172
ulisse-ynw9xt	1538824448	1	187	171
ulisse-ynw9xt	1538824449	1	189	175
ulisse-ynw9xt	1538824450	1	190	169
ulisse-ynw9xt	1538824451	1	187	172
ulisse-ynw9xt	1538824452	1	189	174
ulisse-ynw9xt	1538824453	1	190	168
ulisse-ynw9xt	1538824454	1	187	175
ulisse-ynw9xt	1538824455	1	188	176
ulisse-ynw9xt	1538824456	1	186	171
ulisse-ynw9xt	1538824457	1	185	170
ulisse-ynw9xt	1538824458	1	187	174
ulisse-ynw9xt	1538824459	1	189	170
ulisse-ynw9xt	1538824460	1	188	172
ulisse-ynw9xt	1538824461	1	187	178
ulisse-ynw9xt	1538824462	1	188	173
ulisse-ynw9xt	1538824463	1	191	172
ulisse-ynw9xt	1538824464	1	187	174
ulisse-ynw9xt	1538824465	1	188	173
ulisse-ynw9xt	1538824466	1	185	172
ulisse-ynw9xt	1538824467	1	187	180
ulisse-ynw9xt	1538824468	1	189	172
ulisse-ynw9xt	1538824469	1	189	171
ulisse-ynw9xt	1538824470	1	188	176
ulisse-ynw9xt	1538824471	1	187	169
ulisse-ynw9xt	1538824472	1	190	173
ulisse-ynw9xt	1538824473	1	190	178
ulisse-ynw9xt	1538824474	1	191	172
ulisse-ynw9xt	1538824475	1	185	171
ulisse-ynw9xt	1538824476	1	188	172
ulisse-ynw9xt	1538824477	1	188	175
ulisse-ynw9xt	1538824478	1	189	171
ulisse-ynw9xt	1538824479	1	189	169
ulisse-ynw9xt	1538824480	1	140	176
ulisse-ynw9xt	1538824481	1	139	178
ulisse-ynw9xt	1538824610	1	167	188
ulisse-ynw9xt	1538824611	1	200	50
ulisse-ynw9xt	1538824612	1	199	45
ulisse-ynw9xt	1538825437	1	199	191
ulisse-ynw9xt	1538825438	1	224	67
ulisse-ynw9xt	1538825439	1	236	54
ulisse-ynw9xt	1538827386	1	114	118
ulisse-ynw9xt	1538827387	1	79	45
ulisse-ynw9xt	1538827388	1	79	45
ulisse-ynw9xt	1538828504	1	204	92
ulisse-ynw9xt	1538828505	1	212	188
ulisse-ynw9xt	1538828506	1	212	188
ulisse-ynw9xt	1538828993	1	37	57
ulisse-ynw9xt	1538828994	1	43	50
ulisse-ynw9xt	1538829390	1	286	111
ulisse-ynw9xt	1538830693	1	152	64
ulisse-ynw9xt	1538830694	1	160	50
ulisse-ynw9xt	1538831433	1	120	96
ulisse-ynw9xt	1538831434	1	130	58
ulisse-ynw9xt	1538831531	1	116	117
ulisse-ynw9xt	1538831532	1	117	116
ulisse-ynw9xt	1538831533	1	115	117
ulisse-ynw9xt	1538831534	1	124	160
ulisse-ynw9xt	1538831535	1	158	180
ulisse-12ts36f	1540169289	2	281	97
ulisse-12ts36f	1540169290	2	253	86
ulisse-12ts36f	1540169291	2	170	131
ulisse-12ts36f	1540169292	2	125	143
ulisse-12ts36f	1540169293	2	103	148
ulisse-12ts36f	1540169294	2	107	148
ulisse-12ts36f	1540169295	2	130	146
ulisse-12ts36f	1540169296	2	127	146
ulisse-12ts36f	1540169297	2	148	145
ulisse-12ts36f	1540169298	2	146	145
ulisse-12ts36f	1540169299	2	102	149
ulisse-12ts36f	1540169300	2	101	149
ulisse-12ts36f	1540169301	2	104	142
ulisse-12ts36f	1540169302	2	112	136
ulisse-12ts36f	1540169303	2	207	130
ulisse-12ts36f	1540169304	2	240	141
ulisse-12ts36f	1540169305	2	278	178
ulisse-12ts36f	1540169306	2	273	150
ulisse-12ts36f	1540169307	2	234	144
ulisse-12ts36f	1540169308	2	238	143
ulisse-12ts36f	1540169309	2	239	143
ulisse-12ts36f	1540169310	2	297	187
ulisse-12ts36f	1540169311	2	287	174
ulisse-12ts36f	1540169312	2	284	151
ulisse-12ts36f	1540169313	2	271	147
ulisse-12ts36f	1540169314	2	280	160
ulisse-12ts36f	1540169315	2	294	162
ulisse-12ts36f	1540169316	2	290	150
ulisse-12ts36f	1540169317	2	209	97
ulisse-12ts36f	1540169318	2	133	92
ulisse-12ts36f	1540169319	2	180	108
ulisse-12ts36f	1540169320	2	186	108
ulisse-12ts36f	1540169321	2	190	92
ulisse-12ts36f	1540169322	2	149	73
ulisse-12ts36f	1540171500	2	293	89
ulisse-12ts36f	1540171501	2	293	81
ulisse-12ts36f	1540171502	2	266	64
ulisse-12ts36f	1540171503	2	281	49
ulisse-12ts36f	1540171504	2	224	64
ulisse-12ts36f	1540171505	2	225	72
ulisse-165iycp	1540109800	2	107	141
ulisse-165iycp	1540109801	2	79	46
ulisse-165iycp	1540109802	2	73	45
ulisse-165iycp	1540110130	2	146	104
ulisse-165iycp	1540110131	2	188	186
ulisse-1glz3k3	1540173928	2	164	44
ulisse-1glz3k3	1541783659	2	270	107
ulisse-1glz3k3	1541783660	2	270	106
ulisse-1glz3k3	1541783661	2	270	106
ulisse-1glz3k3	1541783843	2	150	142
ulisse-1glz3k3	1542767104	2	263	50
ulisse-1glz3k3	1542767105	2	270	46
ulisse-1glz3k3	1546362991	2	184	174
ulisse-1glz3k3	1546362992	2	184	174
ulisse-1nrsr5d	1540170737	2	278	159
ulisse-1nrsr5d	1540170738	2	157	154
ulisse-1nrsr5d	1540170739	2	62	164
ulisse-1nrsr5d	1543556050	2	295	163
ulisse-1nrsr5d	1543556051	2	242	167
ulisse-1nrsr5d	1543556052	2	132	136
ulisse-1nrsr5d	1543556053	2	62	129
ulisse-1tz0xlu	1540172503	2	69	146
ulisse-1tz0xlu	1540172504	2	78	122
ulisse-crdb4y	1540170606	2	131	127
ulisse-crdb4y	1540170607	2	131	127
